ele_load,g_demand,q_demand,h_demand,r_solar,wind_power
1310.5559257582072,287.0529350375855,0.0,0,0.0,198.0
1367.7561771977562,387.601430029516,0.0,0,0.0,216.0
1264.3254443772448,869.0193603352006,0.0,0,0.0,241.0
1604.05586724236,886.8879010383431,0.0,0,0.0,248.0
2487.194021374756,495.693884235561,0.0,0,0.0,246.0
3367.3068591077854,5648.263872883606,0.0,0,0.0,256.0
5466.582566413432,10332.338512035562,0.0,0,0.0,261.0
10027.961190553002,5051.567062499629,0.0,0,0.083,220.0
9276.924030234237,3219.641908451485,0.0,0,0.256,89.0
9547.970799716806,1657.0576488604818,0.0,0,0.419,59.0
10001.585088571672,2166.497285640577,0.0,0,0.507,97.0
9892.676080683308,4199.301828061891,0.0,0,0.528,138.0
9732.900421416985,2561.3398533072746,0.0,0,0.484,110.0
9215.554617459875,1847.1665935187234,0.0,0,0.396,48.0
9304.448676105549,1847.3786139514507,0.0,0,0.215,13.0
10400.038857008964,2856.888032122324,0.0,0,0.047,1.0
8985.67334433163,5809.581926777949,0.0,0,0.0,0.0
6393.55822685382,8280.44793701991,0.0,0,0.0,0.0
5884.461201036736,9147.826372235711,0.0,0,0.0,0.0
5320.157106089136,9687.634625750432,0.0,0,0.0,1.0
4817.685613881928,8457.241737685437,0.0,0,0.0,4.0
3181.348897239978,4169.986940146552,0.0,0,0.0,6.0
2104.7854307357857,4370.709554594734,0.0,0,0.0,12.0
1515.0664741261498,2915.969363121768,0.0,0,0.0,46.0
1310.5559257582072,3205.6241453820435,0.0,0,0.0,125.0
1367.7561771977562,2473.420268596355,0.0,0,0.0,249.0
1264.3254443772448,2700.2580772184815,0.0,0,0.0,415.0
1604.05586724236,2586.9760353780107,0.0,0,0.0,566.0
2487.194021374756,3635.849017481222,0.0,0,0.0,587.0
3367.3068591077854,10899.0879759204,0.0,0,0.0,606.0
5466.582566413432,15500.605614404662,0.0,0,0.0,639.0
10024.175854435412,10560.260201526886,0.0,0,0.093,547.0
9262.086370940011,6893.2811149021745,0.0,0,0.271,353.0
9539.298946868294,4077.3289491693017,0.0,0,0.398,669.0
10001.585088571672,5334.114257246815,0.0,0,0.409,580.0
9892.676080683308,7293.0732663832205,0.0,0,0.377,438.0
9732.900421416985,4381.352366123251,0.0,0,0.324,338.0
9215.554617459875,2124.099944449891,0.0,0,0.261,278.0
9289.37182304418,1059.876486528914,0.0,0,0.122,229.0
10284.878944114493,1325.9260399409752,0.0,0,0.028,215.0
8980.003475264712,3223.2894923784306,0.0,0,0.0,214.0
6393.55822685382,3922.8555467667697,0.0,0,0.0,167.0
5884.461201036736,4058.1391194460334,0.0,0,0.0,108.0
5320.157106089136,5634.9658600692455,0.0,0,0.0,55.0
4817.685613881928,5961.572814118586,0.0,0,0.0,16.0
3181.348897239978,3421.683248563506,0.0,0,0.0,1.0
2104.7854307357857,3866.7905188482123,0.0,0,0.0,0.0
1515.0664741261498,3121.4077946970538,0.0,0,0.0,1.0
1310.5559257582072,3385.501519644344,0.0,0,0.0,13.0
1367.7561771977562,2404.91821901151,0.0,0,0.0,69.0
1264.3254443772448,2354.090743016646,0.0,0,0.0,174.0
1604.05586724236,2267.5538396185993,0.0,0,0.0,284.0
2487.194021374756,1859.6576497045007,0.0,0,0.0,329.0
3367.3068591077854,7324.512298841382,0.0,0,0.0,309.0
5473.063247220158,11639.054585679227,0.0,0,0.0,289.0
10126.120928650991,6660.068860789731,0.0,0,0.016,202.0
9305.684935925814,4032.7218791717323,0.0,0,0.058,169.0
9539.298946868294,1944.0300851008599,0.0,0,0.083,201.0
10001.585088571672,2130.323831981105,0.0,0,0.091,79.0
9892.676080683308,3297.9376805377387,0.0,0,0.107,42.0
9732.900421416985,1590.8779985779606,0.0,0,0.093,46.0
9215.554617459875,1001.411244291902,0.0,0,0.074,75.0
9296.452749559661,738.5715775624136,0.0,0,0.039,101.0
10353.5937318794,586.2703186015291,0.0,0,0.007,118.0
8982.83840979817,1420.9608373204062,0.0,0,0.0,106.0
6393.55822685382,555.29342405932,0.0,0,0.0,65.0
5884.461201036736,1191.9605332741294,0.0,0,0.0,58.0
5320.157106089136,1920.3307332731276,0.0,0,0.0,72.0
4817.685613881928,1955.478168720967,0.0,0,0.0,87.0
3181.348897239978,1149.4562584236103,0.0,0,0.0,108.0
2104.7854307357857,1625.7017650149037,0.0,0,0.0,81.0
1515.0664741261498,914.7546408198294,0.0,0,0.0,48.0
1310.5559257582072,1235.4977753301537,0.0,0,0.0,35.0
1367.7561771977562,856.5245267574418,0.0,0,0.0,18.0
1264.3254443772448,1083.1507385506454,0.0,0,0.0,6.0
1604.05586724236,1080.4558582402717,0.0,0,0.0,4.0
2487.194021374756,769.9393668657004,0.0,0,0.0,6.0
3367.3068591077854,5589.229551818109,0.0,0,0.0,8.0
5466.582566413432,10662.847937382292,0.0,0,0.0,12.0
10011.790892891535,6329.940082513777,0.0,0,0.061,11.0
9273.503043820705,4231.489309892901,0.0,0,0.181,1.0
9539.298946868294,2100.48380574997,0.0,0,0.317,0.0
10001.585088571672,2617.3064710433073,0.0,0,0.456,5.0
9892.676080683308,3819.9277852879914,0.0,0,0.507,9.0
9732.900421416985,1330.8081243678046,0.0,0,0.415,16.0
9215.554617459875,623.4890462368979,0.0,0,0.233,19.0
9291.732131882674,406.4791735742919,0.0,0,0.081,13.0
10321.813291808116,290.37503801342876,0.0,0,0.022,8.0
8985.67334433163,1354.1448623986867,0.0,0,0.0,8.0
6393.55822685382,1021.0183710647926,0.0,0,0.0,11.0
5884.461201036736,1594.2843931115817,0.0,0,0.0,8.0
5320.157106089136,2390.7421647180367,0.0,0,0.0,3.0
4817.685613881928,2149.166263485962,0.0,0,0.0,1.0
3181.348897239978,1138.9225169972317,0.0,0,0.0,0.0
2104.7854307357857,1279.6754306902506,0.0,0,0.0,0.0
1253.497219377536,258.8035271456093,0.0,0,0.0,0.0
1029.5606855292885,358.2950296195269,0.0,0,0.0,0.0
1086.760936968837,453.1687388122763,0.0,0,0.0,0.0
983.3302041483271,913.1587686971562,0.0,0,0.0,1.0
1323.0606270134422,874.6556664726337,0.0,0,0.0,13.0
2145.693210557616,711.3243302483393,0.0,0,0.0,54.0
3310.7223217418004,4115.51458987444,0.0,0,0.0,120.0
4219.468004276579,8583.34861990733,0.0,0,0.0,206.0
5443.786961385504,6643.606270945411,0.0,0,0.013,261.0
5663.902761033322,4807.419338734349,0.0,0,0.037,158.0
5961.097080059485,2451.1722650162724,0.0,0,0.066,59.0
6448.384839427309,2178.2459613715278,0.0,0,0.088,64.0
5222.065060921284,2572.171037741331,0.0,0,0.102,194.0
4767.791520266782,2353.3201305381012,0.0,0,0.097,187.0
4426.4202704752515,2086.047991524527,0.0,0,0.077,137.0
4383.698829467634,1740.4354663197573,0.0,0,0.045,91.0
5088.23303411909,1989.8495347801045,0.0,0,0.011,79.0
5153.6179540214525,782.311858928994,0.0,0,0.0,60.0
4864.051141988996,2378.286465088762,0.0,0,0.0,40.0
4342.953767607329,3462.2172037381974,0.0,0,0.0,25.0
4086.8402048739836,3109.3243398614973,0.0,0,0.0,13.0
3701.5244922429283,2942.3627029715885,0.0,0,0.0,5.0
2397.1326033566293,3219.895477139723,0.0,0,0.0,1.0
1486.5415507302632,2793.9907576710843,0.0,0,0.0,0.0
1229.7429238361397,1163.9457345725607,0.0,0,0.0,0.0
1029.5606855292885,1391.8152785130308,0.0,0,0.0,16.0
1086.760936968837,1309.5348751547592,0.0,0,0.0,156.0
983.3302041483271,1733.760322595645,0.0,0,0.0,325.0
1323.0606270134422,1731.5598861315984,0.0,0,0.0,434.0
2145.693210557616,1597.9764293772664,0.0,0,0.0,466.0
2838.065334586195,2238.523344158895,0.0,0,0.0,491.0
3236.6947953469044,4769.967801722209,0.0,0,0.001,530.0
3516.4173627578966,5127.322740216314,0.0,0,0.207,498.0
3646.7598600631836,2971.7621542231254,0.0,0,0.453,270.0
4053.5722568103365,2385.3297002715117,0.0,0,0.618,568.0
4339.410174611218,2382.2214658233192,0.0,0,0.704,491.0
4144.242764488535,2835.2426709656324,0.0,0,0.72,354.0
3924.280782986337,2291.7910479890697,0.0,0,0.663,267.0
3729.1936677974372,1056.8335329626593,0.0,0,0.524,220.0
3799.6576018384812,410.61680045168146,0.0,0,0.341,159.0
4416.554814289004,727.462061606652,0.0,0,0.101,147.0
4861.328371775398,1178.2851564136183,0.0,0,0.0,172.0
4501.183321390279,1592.8570288504175,0.0,0,0.0,148.0
4202.643559184106,2446.3728881950383,0.0,0,0.0,149.0
3970.2842919921577,3667.724352208457,0.0,0,0.0,132.0
3584.9685793611034,2841.777804370404,0.0,0,0.0,121.0
2397.1326033566293,2288.5931562053083,0.0,0,0.0,100.0
1486.5415507302632,2996.607167654107,0.0,0,0.0,64.0
1491.3121785847538,1706.1547356229792,0.0,0,0.0,34.0
1310.5559257582072,1864.53323358908,0.0,0,0.0,12.0
1367.7561771977562,1721.145865711348,0.0,0,0.0,3.0
1264.3254443772448,2182.024617283044,0.0,0,0.0,1.0
1604.05586724236,2043.9338313630487,0.0,0,0.0,1.0
2487.194021374756,4813.895710475057,0.0,0,0.0,0.0
3367.3068591077854,16321.803237228363,0.0,0,0.0,0.0
5480.466981584345,17345.464,0.0,0,0.001,0.0
10358.403875495273,13562.7224800113,0.0,0,0.108,0.0
9344.773209095982,10909.260365689812,0.0,0,0.296,2.0
9552.16092855707,7229.168972576132,0.0,0,0.452,39.0
10001.585088571672,7090.097491397367,0.0,0,0.525,34.0
9892.676080683308,8656.447066961096,0.0,0,0.548,21.0
9732.900421416985,6113.361771403927,0.0,0,0.499,15.0
9216.999926267961,3693.3562437824385,0.0,0,0.374,12.0
9313.97984590176,2435.016487430977,0.0,0,0.143,13.0
10405.023175906212,2927.2576959893045,0.0,0,0.017,23.0
8985.67334433163,6125.151590468906,0.0,0,0.0,48.0
6393.55822685382,8136.613757967467,0.0,0,0.0,90.0
5884.461201036736,8199.27636022969,0.0,0,0.0,146.0
5320.157106089136,8983.130359939345,0.0,0,0.0,195.0
4817.685613881928,7955.065920375387,0.0,0,0.0,238.0
3181.348897239978,2407.550016410624,0.0,0,0.0,291.0
2104.7854307357857,2497.7378685380218,0.0,0,0.0,341.0
1515.0664741261498,1265.4917185111235,0.0,0,0.0,379.0
1310.5559257582072,1387.468473741668,0.0,0,0.0,403.0
1367.7561771977562,1774.8081612037533,0.0,0,0.0,412.0
1264.3254443772448,2554.12600543514,0.0,0,0.0,420.0
1604.05586724236,2499.936696318813,0.0,0,0.0,413.0
2487.194021374756,3139.9025830344985,0.0,0,0.0,368.0
3367.3068591077854,10496.955003667581,0.0,0,0.0,291.0
5480.466981584345,15114.462729921072,0.0,0,0.0,201.0
10323.044950924324,9045.308958361005,0.0,0,0.079,112.0
9341.882591479807,6740.547705031854,0.0,0,0.265,29.0
9552.16092855707,3969.6960256545362,0.0,0,0.442,6.0
10001.585088571672,4152.56757918491,0.0,0,0.548,3.0
9892.676080683308,6202.550144861977,0.0,0,0.548,1.0
9732.900421416985,4788.51594426737,0.0,0,0.403,0.0
9216.999926267961,4174.325302025969,0.0,0,0.263,0.0
9313.97984590176,3934.0219590709903,0.0,0,0.171,0.0
10404.108175875805,4589.102822534884,0.0,0,0.06,8.0
8974.859062109233,7333.06052683501,0.0,0,0.0,35.0
6393.55822685382,9219.830240518579,0.0,0,0.0,68.0
5884.461201036736,8828.428441050699,0.0,0,0.0,126.0
5320.157106089136,8373.912168057517,0.0,0,0.0,211.0
4817.685613881928,6854.062558952387,0.0,0,0.0,289.0
3181.348897239978,2514.601024604687,0.0,0,0.0,294.0
2104.7854307357857,2724.7613144086677,0.0,0,0.0,212.0
1515.0664741261498,1621.8353329491854,0.0,0,0.0,130.0
1310.5559257582072,1818.0734638283175,0.0,0,0.0,102.0
1367.7561771977562,1964.1611242516856,0.0,0,0.0,93.0
1264.3254443772448,2546.492889586416,0.0,0,0.0,87.0
1604.05586724236,2468.2481110146864,0.0,0,0.0,78.0
2487.194021374756,2355.2095782319157,0.0,0,0.0,74.0
3367.3068591077854,9186.593916867922,0.0,0,0.0,80.0
5480.466981584345,14093.892664359986,0.0,0,0.0,93.0
10319.239333277746,8668.053751340667,0.0,0,0.02,77.0
9336.717326255268,6627.760400033631,0.0,0,0.054,11.0
9552.16092855707,4074.7255758952992,0.0,0,0.098,0.0
10001.585088571672,4837.127670456384,0.0,0,0.143,0.0
9892.676080683308,7038.668973544529,0.0,0,0.178,0.0
9732.900421416985,5500.712117577291,0.0,0,0.178,0.0
9216.999926267961,3729.885563400994,0.0,0,0.135,0.0
9309.699602560213,2679.105592630093,0.0,0,0.088,0.0
10404.108175875805,3121.69663401891,0.0,0,0.036,2.0
8974.859062109233,5403.329739985157,0.0,0,0.0,10.0
6393.55822685382,7127.563985794925,0.0,0,0.0,28.0
5884.461201036736,6811.0273819858985,0.0,0,0.0,53.0
5320.157106089136,7363.10582000459,0.0,0,0.0,78.0
4817.685613881928,6436.890991329193,0.0,0,0.0,104.0
3181.348897239978,2461.6900737277956,0.0,0,0.0,129.0
2104.7854307357857,2694.7220370884456,0.0,0,0.0,144.0
1515.0664741261498,1630.2688809482654,0.0,0,0.0,155.0
1310.5559257582072,1793.7666912174607,0.0,0,0.0,147.0
1367.7561771977562,1906.2438616776258,0.0,0,0.0,126.0
1264.3254443772448,2536.6223646146987,0.0,0,0.0,114.0
1604.05586724236,2473.860960562514,0.0,0,0.0,135.0
2487.194021374756,2049.3163049770023,0.0,0,0.0,196.0
3367.3068591077854,8711.33246526827,0.0,0,0.0,236.0
5480.466981584345,13726.337461630254,0.0,0,0.001,264.0
10317.794024469662,8629.033216241281,0.0,0,0.154,274.0
9335.272017447185,6548.947229396907,0.0,0,0.38,154.0
9550.715619748988,4078.1166535601733,0.0,0,0.549,81.0
10001.585088571672,4724.5322592045195,0.0,0,0.643,141.0
9892.676080683308,6901.217256269387,0.0,0,0.666,141.0
9732.900421416985,5461.363727885251,0.0,0,0.619,108.0
9215.554617459875,3648.609193215282,0.0,0,0.496,72.0
9309.699602560213,2596.7649494316543,0.0,0,0.305,59.0
10404.108175875805,3135.904121308429,0.0,0,0.084,81.0
8974.859062109233,5433.067445491063,0.0,0,0.0,115.0
6393.55822685382,7097.073606775789,0.0,0,0.0,137.0
5884.461201036736,6815.566267122008,0.0,0,0.0,128.0
5320.157106089136,7331.363777513192,0.0,0,0.0,114.0
4817.685613881928,6431.254777215773,0.0,0,0.0,107.0
3181.348897239978,2551.5286168861185,0.0,0,0.0,94.0
2104.7854307357857,2737.4606362369873,0.0,0,0.0,77.0
1515.0664741261498,1644.4222201738114,0.0,0,0.0,67.0
1310.5559257582072,1834.6850359419138,0.0,0,0.0,62.0
1367.7561771977562,1945.7345061658802,0.0,0,0.0,68.0
1264.3254443772448,2536.331929353595,0.0,0,0.0,90.0
1604.05586724236,2462.974326852407,0.0,0,0.0,118.0
2487.194021374756,1966.6541428386433,0.0,0,0.0,137.0
3367.3068591077854,8095.848987516988,0.0,0,0.0,153.0
5480.466981584345,12939.335665419578,0.0,0,0.001,165.0
10319.239333277746,8124.758311139943,0.0,0,0.107,157.0
9336.717326255268,6380.126530544118,0.0,0,0.319,70.0
9550.715619748988,4115.8750579455855,0.0,0,0.539,148.0
10001.585088571672,4748.816870461173,0.0,0,0.627,175.0
9892.676080683308,6783.701916535605,0.0,0,0.658,118.0
9732.900421416985,5254.078566577538,0.0,0,0.641,88.0
9215.554617459875,3444.3623227696253,0.0,0,0.546,76.0
9308.784602529808,2387.1649133794,0.0,0,0.371,77.0
10396.161567590492,2889.89919402981,0.0,0,0.129,118.0
8974.859062109233,5205.011571753623,0.0,0,0.0,170.0
6393.55822685382,7021.597491923044,0.0,0,0.0,201.0
5884.461201036736,6805.54018267239,0.0,0,0.0,177.0
5320.157106089136,7541.627124683531,0.0,0,0.0,114.0
4817.685613881928,6642.805235686855,0.0,0,0.0,63.0
3181.348897239978,2811.8807800566947,0.0,0,0.0,35.0
2104.7854307357857,3061.73292071769,0.0,0,0.0,23.0
1253.497219377536,2067.8684260921214,0.0,0,0.0,18.0
1029.5606855292885,2308.2063289769244,0.0,0,0.0,12.0
1086.760936968837,2162.6258035279466,0.0,0,0.0,6.0
983.3302041483271,2593.9569297451767,0.0,0,0.0,4.0
1323.0606270134422,2514.238968680741,0.0,0,0.0,3.0
2145.693210557616,2210.305017415746,0.0,0,0.0,15.0
3310.7223217418004,8506.970551980252,0.0,0,0.0,37.0
4219.468004276579,13460.56626379834,0.0,0,0.008,68.0
5427.601474948527,12224.806486911848,0.0,0,0.269,86.0
5652.7740440180705,11131.991087910044,0.0,0,0.512,19.0
5960.61531045679,8529.69875510924,0.0,0,0.668,6.0
6448.384839427309,8881.009260112496,0.0,0,0.746,8.0
5222.065060921284,9797.792498265007,0.0,0,0.761,11.0
4767.791520266782,9640.298436238438,0.0,0,0.71,22.0
4426.179385673904,8828.141180940069,0.0,0,0.589,25.0
4380.02300282836,8125.942881721289,0.0,0,0.388,27.0
5080.32978005889,8581.26732371792,0.0,0,0.126,39.0
5152.5365257992125,4002.5102806062896,0.0,0,0.0,46.0
4864.051141988996,6631.684679242894,0.0,0,0.0,28.0
4342.953767607329,8184.174965513714,0.0,0,0.0,5.0
4086.8402048739836,6689.492825700242,0.0,0,0.0,57.0
3701.5244922429283,5788.031886996421,0.0,0,0.0,547.0
2397.1326033566293,5794.737008328216,0.0,0,0.0,869.0
1486.5415507302632,5038.711807248265,0.0,0,0.0,918.0
1229.7429238361397,2663.53840267502,0.0,0,0.0,887.0
1029.5606855292885,2868.3139406497676,0.0,0,0.0,887.0
1086.760936968837,3392.330059581772,0.0,0,0.0,893.0
983.3302041483271,4476.973304892732,0.0,0,0.0,839.0
1323.0606270134422,4283.238502340945,0.0,0,0.0,799.0
2145.693210557616,5067.937440655913,0.0,0,0.0,759.0
2838.065334586195,5670.935929405917,0.0,0,0.0,751.0
3236.6947953469044,8429.588345726612,0.0,0,0.003,731.0
3513.7197816850667,8130.166728759397,0.0,0,0.145,697.0
3642.385132086456,5007.086752033568,0.0,0,0.356,791.0
4053.4919618765543,3888.4677507743063,0.0,0,0.516,740.0
4339.410174611218,4152.3296641729,0.0,0,0.602,648.0
4144.242764488535,5303.595153677642,0.0,0,0.616,532.0
3924.280782986337,5077.096378179689,0.0,0,0.547,426.0
3729.1133728636532,3635.7708559931616,0.0,0,0.389,265.0
3797.270691153074,2892.3333729632523,0.0,0,0.19,128.0
4413.710401118312,3519.8706162795283,0.0,0,0.036,37.0
4860.2469435531575,4028.206348677039,0.0,0,0.0,1.0
4501.183321390279,5312.207468081529,0.0,0,0.0,1.0
4202.643559184106,6248.05949289142,0.0,0,0.0,12.0
3970.2842919921577,7137.022250451945,0.0,0,0.0,50.0
3584.9685793611034,6033.897474012826,0.0,0,0.0,115.0
2397.1326033566293,4960.055195859712,0.0,0,0.0,203.0
1486.5415507302632,5386.387742054709,0.0,0,0.0,272.0
1229.7429238361397,4129.418577628479,0.0,0,0.0,274.0
1029.5606855292885,4215.778029235598,0.0,0,0.0,277.0
1086.760936968837,4066.9088492392084,0.0,0,0.0,302.0
983.3302041483271,5515.802030329823,0.0,0,0.0,313.0
1323.0606270134422,5112.0835997923205,0.0,0,0.0,337.0
2145.693210557616,4557.558368573971,0.0,0,0.0,382.0
2838.065334586195,5868.652436151478,0.0,0,0.0,441.0
3236.6947953469044,8592.141325920631,0.0,0,0.0,514.0
3512.859065081808,8343.594954905353,0.0,0,0.026,420.0
3642.385132086456,6017.727212096063,0.0,0,0.075,233.0
4053.2297120077965,5034.869882463409,0.0,0,0.124,278.0
4339.410174611218,4935.509022120361,0.0,0,0.167,245.0
4144.242764488535,6534.233883545812,0.0,0,0.201,223.0
3924.280782986337,6198.906615373411,0.0,0,0.203,184.0
3729.1133728636532,4531.168566403763,0.0,0,0.16,134.0
3797.1101012855097,4072.615058045954,0.0,0,0.089,79.0
4411.820444762671,4611.271625188423,0.0,0,0.022,51.0
4860.2469435531575,4866.689722597087,0.0,0,0.0,82.0
4501.183321390279,5860.220381826589,0.0,0,0.0,179.0
4202.643559184106,6725.721544139496,0.0,0,0.0,326.0
3970.2842919921577,7829.306099429845,0.0,0,0.0,482.0
3584.9685793611034,6971.370253299895,0.0,0,0.0,590.0
2397.1326033566293,5874.757842658025,0.0,0,0.0,642.0
1486.5415507302632,6171.376965410412,0.0,0,0.0,618.0
1491.3121785847538,5153.977226203365,0.0,0,0.0,511.0
1310.5559257582072,5154.870217505133,0.0,0,0.0,370.0
1367.7561771977562,5268.135454017909,0.0,0,0.0,274.0
1264.3254443772448,7878.722650278098,0.0,0,0.0,254.0
1604.05586724236,7379.711384229233,0.0,0,0.0,283.0
2487.194021374756,13358.765680523127,0.0,0,0.0,276.0
3367.3068591077854,17345.464,0.0,0,0.0,241.0
5465.667566383026,17345.464,0.0,0,0.001,211.0
10003.29048254263,17345.464,0.0,0,0.067,136.0
9283.328610309325,17345.464,0.0,0,0.163,33.0
9539.298946868294,13634.519731477849,0.0,0,0.246,3.0
10001.585088571672,10424.053257880894,0.0,0,0.298,5.0
9892.676080683308,11958.703986160155,0.0,0,0.323,1.0
9732.900421416985,7393.20996555562,0.0,0,0.353,0.0
9215.554617459875,4782.527112735337,0.0,0,0.346,3.0
9289.37182304418,3863.318668069354,0.0,0,0.209,9.0
10264.40127406162,5160.784104436519,0.0,0,0.059,17.0
8961.550419459294,9753.43983839176,0.0,0,0.0,46.0
6393.55822685382,13607.23915934094,0.0,0,0.0,133.0
5884.461201036736,13879.26844500988,0.0,0,0.0,253.0
5320.157106089136,14687.566471036878,0.0,0,0.0,341.0
4817.685613881928,13088.936998430378,0.0,0,0.0,400.0
3181.348897239978,3939.7128302567608,0.0,0,0.0,334.0
2104.7854307357857,3981.874687245447,0.0,0,0.0,403.0
1515.0664741261498,2198.473363882195,0.0,0,0.0,484.0
1310.5559257582072,2432.8927067737327,0.0,0,0.0,519.0
1367.7561771977562,2621.703814793064,0.0,0,0.0,494.0
1264.3254443772448,3485.009469128615,0.0,0,0.0,429.0
1604.05586724236,3432.7082260195452,0.0,0,0.0,398.0
2487.194021374756,7096.452661107983,0.0,0,0.0,403.0
3367.3068591077854,17345.464,0.0,0,0.0,397.0
5456.4735523374,17345.464,0.0,0,0.004,346.0
10023.381499378089,15396.612594641583,0.0,0,0.163,206.0
9310.935802360797,10815.249294942309,0.0,0,0.329,45.0
9539.298946868294,6231.805336601193,0.0,0,0.336,4.0
10001.585088571672,7323.935986565458,0.0,0,0.343,1.0
9892.676080683308,10416.021679207584,0.0,0,0.401,1.0
9732.900421416985,7164.776430619498,0.0,0,0.313,1.0
9215.554617459875,4400.734602530918,0.0,0,0.241,3.0
9282.290896528702,2699.4007461333154,0.0,0,0.155,19.0
10228.119047452017,3534.0665985042574,0.0,0,0.045,55.0
8947.818989217463,7322.652713716592,0.0,0,0.0,78.0
6393.55822685382,10626.950301003833,0.0,0,0.0,76.0
5884.461201036736,11369.237778169065,0.0,0,0.0,63.0
5320.157106089136,11715.42482901427,0.0,0,0.0,50.0
4817.685613881928,9750.65301191212,0.0,0,0.0,32.0
3181.348897239978,3714.7283593310376,0.0,0,0.0,15.0
2104.7854307357857,3503.297124176617,0.0,0,0.0,9.0
1515.0664741261498,1493.327853853286,0.0,0,0.0,51.0
1310.5559257582072,1677.42530660502,0.0,0,0.0,239.0
1367.7561771977562,2542.49027172835,0.0,0,0.0,513.0
1264.3254443772448,3860.2011513431034,0.0,0,0.0,649.0
1604.05586724236,3743.342169882711,0.0,0,0.0,722.0
2487.194021374756,5964.114628438649,0.0,0,0.0,677.0
3367.3068591077854,16069.865521761738,0.0,0,0.0,566.0
5456.4735523374,17345.464,0.0,0,0.007,484.0
9999.040277368178,14186.43735028166,0.0,0,0.228,379.0
9279.138481469057,11575.958575045592,0.0,0,0.468,431.0
9539.298946868294,5845.314635993149,0.0,0,0.624,525.0
10001.585088571672,6376.791829077772,0.0,0,0.704,501.0
9892.676080683308,8910.6736378979,0.0,0,0.721,426.0
9732.900421416985,5886.804218170739,0.0,0,0.671,343.0
9215.554617459875,3499.340588669633,0.0,0,0.552,285.0
9282.290896528702,1944.239718807197,0.0,0,0.373,200.0
10237.079124532134,2562.7794102217863,0.0,0,0.132,167.0
8951.051728474516,5263.73914406747,0.0,0,0.0,141.0
6393.55822685382,6978.2312893667795,0.0,0,0.0,98.0
5884.461201036736,7169.81196300673,0.0,0,0.0,49.0
5320.157106089136,8092.291969474321,0.0,0,0.0,6.0
4817.685613881928,7290.902833818642,0.0,0,0.0,0.0
3181.348897239978,3469.813038459093,0.0,0,0.0,0.0
2104.7854307357857,3705.6363978397844,0.0,0,0.0,2.0
